isoform	chrom	start	end	gene_id	is_MT	has_IR	perc_A_downstream_TTS
Isoform32898_154	scaffold_8	496810	499461	MicpuC2.estExt_fgenesh1_pg.C_80171	0	False	0.0
Isoform32900_4	scaffold_8	351515	353760	3365	0	True	25.0
Isoform32901_4	scaffold_8	713972	715876	3432	0	False	0.0
Isoform32902_4	scaffold_8	714011	715940	3432	0	False	0.0
Isoform32903_17	scaffold_8	831732	834426	3452	0	True	30.0
Isoform32905_4	scaffold_8	351517	353736	3365	0	False	40.0
Isoform32916_12	scaffold_8	563030	566569	MicpuC2.estExt_fgenesh1_kg.C_80004	0	False	15.0
Isoform32917_85	scaffold_8	30826	34368	MicpuC2.EuGene.0000080016	0	False	35.0
Isoform32919_2083	scaffold_8	584005	585535	fgenesh2_kg.8_#_62_#_4270565:1	0	False	15.0
Isoform32923_1335	scaffold_8	621724	622899	estExt_fgenesh1_kg.C_80062	0	False	0.0
Isoform32929_542	scaffold_8	640868	643249	MicpuC2.EuGene.0000080349	0	False	20.0
Isoform32930_207	scaffold_8	640868	643271	MicpuC2.EuGene.0000080349	0	False	10.0
Isoform32938_14	scaffold_8	655431	656643	MicpuC2.est_orfs.8_8083_4279090:1	0	True	55.00000000000001
Isoform32939_347	scaffold_8	655431	656643	MicpuC2.est_orfs.8_8083_4279090:1	0	False	55.00000000000001
Isoform32947_8	scaffold_8	750070	751548	MicpuC2.estExt_fgenesh1_pg.C_80244	0	False	5.0
Isoform32948_13	scaffold_8	750144	751546	MicpuC2.estExt_fgenesh1_pg.C_80244	0	False	5.0
Isoform32949_3	scaffold_8	755538	757514	MicpuC2.EuGene.0000080415	0	False	25.0
Isoform32950_4	scaffold_8	756063	757527	MicpuC2.EuGene.0000080415	0	False	20.0
Isoform32951_6	scaffold_8	756261	757529	MicpuC2.EuGene.0000080415	0	True	15.0
Isoform32953_9	scaffold_8	759668	761587	estExt_Genewise1Plus.C_8_t20183	0	True	35.0
Isoform32954_960	scaffold_8	759668	761587	estExt_Genewise1Plus.C_8_t20183	0	False	35.0
Isoform32960_8	scaffold_8	759668	761587	estExt_Genewise1Plus.C_8_t20183	0	True	35.0
Isoform32971_841	scaffold_8	777347	778982	estExt_fgenesh1_pm.C_80219	0	False	15.0
Isoform32987_8	scaffold_8	791496	793013	MicpuC2.EuGene.0000080437	0	False	0.0
Isoform32988_23	scaffold_8	805226	807057	estExt_Genemark1.C_8_t10409	0	False	25.0
Isoform32993_262	scaffold_8	811841	813999	estExt_fgenesh2_kg.C_80083	0	False	5.0
Isoform32995_851	scaffold_8	823963	825547	estExt_Genemark1.C_8_t10416	0	False	5.0
Isoform32996_27	scaffold_8	823963	825645	estExt_Genemark1.C_8_t10416	0	False	0.0
Isoform32998_3	scaffold_8	823963	825538	estExt_Genemark1.C_8_t10416	0	True	15.0
Isoform33005_17	scaffold_8	846786	849014	MicpuC2.estExt_fgenesh1_kg.C_80011	0	True	35.0
Isoform33006_432	scaffold_8	846786	849014	MicpuC2.estExt_fgenesh1_kg.C_80011	0	False	35.0
Isoform33008_3	scaffold_8	846786	849014	MicpuC2.estExt_fgenesh1_kg.C_80011	0	True	35.0
Isoform33011_25	scaffold_8	956095	957508	MicpuC2.estExt_Genewise1Plus.C_80523	0	False	30.0
Isoform33012_1039	scaffold_8	956095	957441	MicpuC2.estExt_Genewise1Plus.C_80523	0	False	30.0
Isoform33019_383	scaffold_8	959218	960024	MicpuC2.estExt_fgenesh1_pg.C_80302	0	False	15.0
Isoform33022_15	scaffold_8	1001431	1002625	MicpuC2.EuGene.0000080543	0	False	35.0
Isoform33024_9	scaffold_8	1028141	1029253	MicpuC2.EuGene.0000080555	0	True	30.0
Isoform33025_1733	scaffold_8	1028141	1029256	MicpuC2.EuGene.0000080555	0	False	25.0
Isoform33026_15	scaffold_8	1028141	1029342	MicpuC2.EuGene.0000080555	0	False	25.0
Isoform33028_11	scaffold_8	1028141	1029256	MicpuC2.EuGene.0000080555	0	True	25.0
Isoform33031_28	scaffold_8	1049606	1050980	fgenesh2_kg.8_#_114_#_4273599:1	0	False	65.0
Isoform33033_1798	scaffold_8	1114492	1115235	MicpuC2.est_orfs.8_8282_4277156:479	0	False	10.0
Isoform33034_73	scaffold_8	1165543	1166711	MicpuC2.estExt_Genewise1Plus.C_80618	0	False	25.0
Isoform33040_10	scaffold_9	1995	3410	3515	0	True	15.0
Isoform33041_274	scaffold_9	3384	4783	7145	0	False	5.0
Isoform33050_4	scaffold_9	3460	3963	3516	0	False	10.0
Isoform33054_10	scaffold_9	11169	12088	MicpuC2.estExt_fgenesh1_pg.C_90004	0	False	25.0
Isoform33055_7	scaffold_9	11169	12143	MicpuC2.estExt_fgenesh1_pg.C_90004	0	False	20.0
Isoform33056_4	scaffold_9	14790	15771	3518	0	False	15.0
Isoform33057_16	scaffold_9	19939	20624	MicpuC2.estExt_fgenesh1_pg.C_90008	0	False	25.0
Isoform33058_33	scaffold_9	19939	20408	MicpuC2.estExt_fgenesh1_pg.C_90008	0	False	25.0
Isoform33059_18	scaffold_9	19939	20515	MicpuC2.estExt_fgenesh1_pg.C_90008	0	False	25.0
Isoform33060_16	scaffold_9	19941	20821	MicpuC2.estExt_fgenesh1_pg.C_90008	0	False	30.0
Isoform33061_5	scaffold_9	24249	25730	3519	0	True	25.0
Isoform33065_16	scaffold_9	27373	28512	estExt_fgenesh3_kg.C_90003	0	True	15.0
Isoform33069_15	scaffold_9	41499	42686	estExt_Genewise1Plus.C_9_t10035	0	True	30.0
Isoform33070_67	scaffold_9	44236	45561	7155	0	False	30.0
Isoform33071_33	scaffold_9	45761	47250	3525	0	False	10.0
Isoform33078_132	scaffold_9	56628	58023	estExt_Genemark1.C_9_t10030	0	True	5.0
Isoform33083_150	scaffold_9	64324	65593	MicpuC2.estExt_Genewise1Plus.C_90025	0	False	30.0
Isoform33085_93	scaffold_9	65810	66439	3529	0	True	20.0
Isoform33086_112	scaffold_9	70807	71795	7160	0	False	35.0
Isoform33096_15	scaffold_9	83950	85499	MicpuC2.estExt_Genewise1.C_90048	0	False	5.0
Isoform33097_11	scaffold_9	83948	85618	MicpuC2.estExt_Genewise1.C_90048	0	False	0.0
Isoform33103_308	scaffold_9	88038	89244	MicpuC2.est_orfs.9_2189_4269911:1	0	False	15.0
Isoform33120_4	scaffold_9	92933	95153	MicpuC2.est_orfs.9_2199_4269678:3	0	False	25.0
Isoform33121_11	scaffold_9	93416	95174	MicpuC2.est_orfs.9_2199_4269678:3	0	False	0.0
Isoform33123_19	scaffold_9	93599	95174	MicpuC2.est_orfs.9_2199_4269678:3	0	False	0.0
Isoform33126_29	scaffold_9	93896	95171	MicpuC2.est_orfs.9_2199_4269678:3	0	False	5.0
Isoform33128_32	scaffold_9	93989	95164	MicpuC2.est_orfs.9_2199_4269678:3	0	False	15.0
Isoform33130_48	scaffold_9	94208	95162	MicpuC2.est_orfs.9_2199_4269678:3	0	False	20.0
Isoform33133_199	scaffold_9	95128	95957	7164	0	False	20.0
Isoform33134_170	scaffold_9	96117	96658	3536	0	False	30.0
Isoform33136_8	scaffold_9	112641	113287	3538	0	True	65.0
Isoform33137_276	scaffold_9	116401	117371	7168	0	False	50.0
Isoform33138_125	scaffold_9	116997	117523	3540	0	False	15.0
Isoform33139_65	scaffold_9	117467	118517	estExt_Genemark1.C_9_t10062	0	True	25.0
Isoform33140_231	scaffold_9	117615	118517	estExt_Genemark1.C_9_t10062	0	True	20.0
Isoform33151_258	scaffold_9	133450	134531	fgenesh2_kg.9_#_22_#_4275324:1	0	False	20.0
Isoform33155_75	scaffold_9	152778	153489	7174	0	False	35.0
Isoform33156_382	scaffold_9	153654	155408	MicpuC2.EuGene.0000090092	0	False	25.0
Isoform33162_4	scaffold_9	159527	161167	estExt_fgenesh1_pm.C_90039	0	True	20.0
Isoform33163_9	scaffold_9	159527	160348	estExt_fgenesh1_pm.C_90039	0	False	0.0
Isoform33164_149	scaffold_9	169917	171069	7180	0	False	10.0
Isoform33165_4	scaffold_9	175130	176454	3551	0	True	20.0
Isoform33166_22	scaffold_9	176414	177445	7181	0	False	25.0
Isoform33168_11	scaffold_9	176413	177778	7181	0	False	25.0
Isoform33175_6	scaffold_9	196004	197574	3555	0	True	30.0
Isoform33180_16	scaffold_9	198929	200948	7186	0	False	20.0
Isoform33183_53	scaffold_9	201109	201761	7187	0	False	10.0
Isoform33184_45	scaffold_9	203318	204820	3557	0	False	5.0
Isoform33186_184	scaffold_9	206463	207944	7189	0	False	15.0
Isoform33188_1407	scaffold_9	206936	207944	7189	0	False	5.0
Isoform33191_65	scaffold_9	208084	210299	estExt_Genewise1Plus.C_9_t10188	0	False	20.0
Isoform33193_44	scaffold_9	210327	210811	7191	0	False	15.0
Isoform33195_8	scaffold_9	214104	215750	7192	0	False	25.0
Isoform33197_111	scaffold_9	219804	221154	3560	0	False	20.0
Isoform33198_10	scaffold_9	237230	238353	3563	0	False	40.0
Isoform33199_18	scaffold_9	237363	238353	3563	0	False	40.0
Isoform33200_37	scaffold_9	237566	238355	3563	0	False	40.0
Isoform33201_41	scaffold_9	237671	238355	3563	0	False	40.0
Isoform33205_2692	scaffold_9	239626	241738	3564	0	False	10.0
Isoform33242_22	scaffold_9	241681	243383	7195	0	False	10.0
Isoform33245_144	scaffold_9	241685	243150	7195	0	False	10.0
Isoform33248_5	scaffold_9	241685	244065	7195	0	False	10.0
Isoform33251_31	scaffold_9	245845	247708	MicpuC2.estExt_Genewise1.C_90150	0	True	25.0
Isoform33258_160	scaffold_9	261075	262374	7198	0	False	10.0
Isoform33260_31	scaffold_9	263757	264864	7199	0	False	20.0
Isoform33261_112	scaffold_9	265888	267045	3568	0	False	10.0
Isoform33262_137	scaffold_9	266998	268970	estExt_fgenesh1_pm.C_90066	0	False	10.0
Isoform33264_1547	scaffold_9	269176	270387	3569	0	False	10.0
Isoform33272_23	scaffold_9	271690	272851	3570	0	False	10.0
Isoform33273_38	scaffold_9	272807	273822	7203	0	False	35.0
Isoform33276_48	scaffold_9	275101	276265	7204	0	False	5.0
Isoform33277_90	scaffold_9	276922	278503	7205	0	False	20.0
Isoform33279_323	scaffold_9	278713	279817	3573	0	False	40.0
Isoform33282_10	scaffold_9	280456	283977	MicpuC2.SAR_estExt_Genewise1Plus.C_90179	0	False	10.0
Isoform33283_66	scaffold_9	280456	281199	MicpuC2.SAR_estExt_Genewise1Plus.C_90179	0	False	10.0
Isoform33284_38	scaffold_9	280456	281758	MicpuC2.SAR_estExt_Genewise1Plus.C_90179	0	False	10.0
Isoform33285_38	scaffold_9	280456	281898	MicpuC2.SAR_estExt_Genewise1Plus.C_90179	0	False	10.0
Isoform33287_40	scaffold_9	280454	281245	MicpuC2.SAR_estExt_Genewise1Plus.C_90179	0	False	15.0
Isoform33289_353	scaffold_9	284193	285394	estExt_Genewise1Plus.C_9_t10282	0	False	15.0
Isoform33290_8	scaffold_9	285309	286061	7207	0	False	25.0
Isoform33291_8	scaffold_9	285305	285697	7207	0	False	20.0
Isoform33294_4	scaffold_9	288937	289377	3575	0	False	35.0
Isoform33295_13	scaffold_9	290430	290945	7208	0	False	10.0
Isoform33297_18	scaffold_9	296047	296928	MicpuC2.estExt_fgenesh1_pg.C_90100	0	False	50.0
Isoform33314_4	scaffold_9	299783	302273	7209	0	False	20.0
Isoform33315_36	scaffold_9	300660	302273	7209	0	False	30.0
Isoform33317_19	scaffold_9	303818	306530	7210	0	False	30.0
Isoform33318_198	scaffold_9	308740	309802	7211	0	False	20.0
Isoform33319_10	scaffold_9	309899	312147	3579	0	False	30.0
Isoform33321_19	scaffold_9	320701	321167	7212	0	True	35.0
Isoform33322_27	scaffold_9	321242	323074	3582	0	False	40.0
Isoform33323_192	scaffold_9	323045	324404	7213	0	False	25.0
Isoform33328_63	scaffold_9	324601	325733	3583	0	False	5.0
Isoform33329_4	scaffold_9	325694	326789	MicpuC2.EuGene.0000090181	0	False	25.0
Isoform33330_67	scaffold_9	328369	329495	3584	0	False	0.0
Isoform33331_68	scaffold_9	337121	338250	7217	0	False	25.0
Isoform33332_71	scaffold_9	338339	340131	3585	0	False	30.0
Isoform33347_282	scaffold_9	348894	349666	MicpuC2.est_orfs.9_2296_4275000:1	0	False	30.0
Isoform33360_21	scaffold_9	354784	356006	MicpuC2.estExt_fgenesh1_pg.C_90121	0	False	20.0
Isoform33362_37	scaffold_9	356045	357138	MicpuC2.est_orfs.9_2301_4272020:1	0	True	20.0
Isoform33363_383	scaffold_9	364799	365365	3591	0	False	25.0
Isoform33364_14	scaffold_9	365288	367601	7222	0	True	0.0
Isoform33366_15	scaffold_9	365292	366214	7222	0	True	5.0
Isoform33368_55	scaffold_9	369195	370386	7223	0	False	5.0
Isoform33369_44	scaffold_9	370460	371403	fgenesh2_kg.9_#_44_#_4275325:1	0	False	10.0
Isoform33370_26	scaffold_9	371328	372838	7224	0	False	20.0
Isoform33371_53	scaffold_9	375328	376502	7225	0	False	5.0
Isoform33379_10	scaffold_9	383229	383895	fgenesh2_kg.9_#_46_#_4275078:1	0	False	5.0
Isoform33380_749	scaffold_9	383863	384860	7226	0	True	10.0
Isoform33387_13	scaffold_9	397269	399410	MicpuC2.estExt_Genewise1Plus.C_90262	0	True	35.0
Isoform33392_24	scaffold_9	401291	402514	estExt_Genewise1Plus.C_9_t10402	0	False	5.0
Isoform33393_336	scaffold_9	410576	411763	3600	0	False	25.0
Isoform33395_22	scaffold_9	410898	411791	3600	0	False	15.0
Isoform33396_80	scaffold_9	411674	412648	7231	0	False	5.0
Isoform33398_427	scaffold_9	411733	412648	7231	0	False	30.0
Isoform33400_261	scaffold_9	412713	413690	3601	0	False	10.0
Isoform33402_67	scaffold_9	418420	419876	estExt_Genewise1Plus.C_9_t10415	0	False	30.0
Isoform33407_91	scaffold_9	437018	438073	fgenesh3_kg.9_#_32_#_isotig02590	0	True	15.0
Isoform33409_12	scaffold_9	441403	442943	3602	0	False	35.0
Isoform33411_18	scaffold_9	442538	442945	3602	0	False	30.0
Isoform33412_10	scaffold_9	446936	447943	MicpuC2.estExt_Genewise1.C_90285	0	False	15.0
Isoform33413_6	scaffold_9	446973	448108	MicpuC2.estExt_Genewise1.C_90285	0	False	25.0
Isoform33414_23	scaffold_9	446973	447640	MicpuC2.estExt_Genewise1.C_90285	0	False	25.0
Isoform33416_21	scaffold_9	446973	448027	MicpuC2.estExt_Genewise1.C_90285	0	False	25.0
Isoform33417_28	scaffold_9	447012	447640	MicpuC2.estExt_Genewise1.C_90285	0	False	40.0
Isoform33422_18	scaffold_9	451159	452559	fgenesh2_kg.9_#_54_#_4269677:2	0	False	25.0
Isoform33423_745	scaffold_9	451159	452487	3603	0	False	25.0
Isoform33450_6	scaffold_9	455463	455988	7239	0	False	25.0
Isoform33463_245	scaffold_9	480760	482013	7242	0	False	10.0
Isoform33465_10	scaffold_9	484551	485868	7244	0	False	20.0
Isoform33466_159	scaffold_9	499907	501403	3610	0	False	40.0
Isoform33468_5	scaffold_9	501386	502499	7245	0	False	20.0
Isoform33469_45	scaffold_9	502568	503836	7246	0	False	20.0
Isoform33470_193	scaffold_9	508051	509413	3611	0	False	10.0
Isoform33472_340	scaffold_9	516078	517395	estExt_fgenesh2_kg.C_90061	0	False	5.0
Isoform33489_43	scaffold_9	527717	528227	3614	0	False	50.0
Isoform33492_4	scaffold_9	534207	534426	MicpuC2.estExt_fgenesh1_pg.C_90182	0	False	15.0
Isoform33493_311	scaffold_9	534373	535189	7249	0	False	50.0
Isoform33495_73	scaffold_9	538661	539970	estExt_Genewise1Plus.C_9_t20024	0	False	5.0
Isoform33497_86	scaffold_9	539910	540982	7250	0	False	30.0
Isoform33498_23	scaffold_9	545560	546039	MicpuC2.estExt_Genewise1.C_90361	0	False	5.0
Isoform33499_82	scaffold_9	545994	546577	7251	0	False	5.0
Isoform33500_126	scaffold_9	547889	548699	3619	0	False	20.0
Isoform33501_12	scaffold_9	548655	549933	7252	0	True	5.0
Isoform33502_21	scaffold_9	550035	551031	MicpuC2.estExt_Genewise1Plus.C_90367	0	False	15.0
Isoform33509_1362	scaffold_9	553388	554631	estExt_fgenesh1_pm.C_90168	0	False	40.0
Isoform33515_1409	scaffold_9	553631	554631	estExt_fgenesh1_pm.C_90168	0	False	40.0
Isoform33520_1456	scaffold_9	554039	554631	estExt_fgenesh1_pm.C_90168	0	False	40.0
Isoform33522_27	scaffold_9	554589	556939	7254	0	True	45.0
Isoform33525_774	scaffold_9	557002	559059	MicpuC2.est_orfs.9_2403_4272468:2	0	False	35.0
Isoform33526_186	scaffold_9	561679	562972	3622	0	False	5.0
Isoform33527_448	scaffold_9	563601	564650	7255	0	False	15.0
Isoform33529_20	scaffold_9	569962	570910	7256	0	False	50.0
Isoform33530_90	scaffold_9	591283	592802	MicpuC2.EuGene.0000090312	0	True	15.0
Isoform33531_49	scaffold_9	605761	607653	MicpuC2.estExt_fgenesh1_pg.C_90204	0	False	20.0
Isoform33535_4	scaffold_9	607654	608497	MicpuC2.estExt_fgenesh1_pg.C_90205	0	False	15.0
Isoform33536_4	scaffold_9	607655	609244	MicpuC2.estExt_fgenesh1_pg.C_90205	0	False	15.0
Isoform33537_30	scaffold_9	618559	619353	3626	0	False	45.0
Isoform33539_74	scaffold_9	622752	624708	3628	0	False	35.0
Isoform33543_227	scaffold_9	624633	626531	7264	0	False	10.0
Isoform33549_15	scaffold_9	628194	629613	3629	0	False	15.0
Isoform33554_121	scaffold_9	630573	631916	estExt_fgenesh1_pg.C_90146	0	False	0.0
Isoform33556_295	scaffold_9	633400	634405	7267	0	False	0.0
Isoform33558_69	scaffold_9	634573	635344	3631	0	False	40.0
Isoform33560_537	scaffold_9	644908	645426	7270	0	False	10.0
Isoform33563_1286	scaffold_9	657249	658073	estExt_fgenesh3_kg.C_90039	0	False	40.0
Isoform33564_38	scaffold_9	657249	658016	estExt_fgenesh3_kg.C_90039	0	False	10.0
Isoform33569_16	scaffold_9	668619	670121	MicpuC2.estExt_fgenesh1_pg.C_90220	0	False	35.0
Isoform33570_17	scaffold_9	669288	670121	MicpuC2.estExt_fgenesh1_pg.C_90220	0	False	35.0
Isoform33573_19	scaffold_9	670170	670908	MicpuC2.est_orfs.9_2442_4277776:1	0	True	25.0
Isoform33574_56	scaffold_9	672703	673716	estExt_fgenesh2_kg.C_90074	0	False	25.0
Isoform33575_36	scaffold_9	672705	674054	estExt_fgenesh2_kg.C_90074	0	False	20.0
Isoform33580_86	scaffold_9	672702	673567	estExt_fgenesh2_kg.C_90074	0	False	30.0
Isoform33583_40	scaffold_9	672705	673907	estExt_fgenesh2_kg.C_90074	0	False	20.0
Isoform33586_35	scaffold_9	672710	675084	estExt_fgenesh2_kg.C_90074	0	False	25.0
Isoform33587_27	scaffold_9	674504	675040	3636	0	False	15.0
Isoform33588_89	scaffold_9	674549	675165	3636	0	False	25.0
Isoform33590_79	scaffold_9	676480	677242	7274	0	False	10.0
Isoform33594_71	scaffold_9	676485	677392	7274	0	False	15.0
Isoform33596_25	scaffold_9	684090	685746	3638	0	False	15.0
Isoform33597_282	scaffold_9	687579	689179	3639	0	False	35.0
Isoform33600_66	scaffold_9	689140	690020	7276	0	True	20.0
Isoform33607_160	scaffold_9	699398	701373	7278	0	True	25.0
Isoform33608_180	scaffold_9	701471	701880	3642	0	False	20.0
Isoform33609_23	scaffold_9	701840	702846	7279	0	False	5.0
Isoform33610_555	scaffold_9	702949	704931	estExt_Genewise1Plus.C_9_t20186	0	False	35.0
Isoform33614_20	scaffold_9	705164	706734	3643	0	False	20.0
Isoform33615_18	scaffold_9	706690	707598	7281	0	False	10.0
Isoform33616_307	scaffold_9	719134	719880	3645	0	False	5.0
Isoform33617_12	scaffold_9	733862	734874	estExt_fgenesh1_pm.C_90220	0	False	10.0
Isoform33618_20	scaffold_9	734206	734874	estExt_fgenesh1_pm.C_90220	0	False	10.0
Isoform33624_26	scaffold_9	740321	742670	3647	0	False	5.0
Isoform33629_123	scaffold_9	745648	746698	3648	0	False	10.0
Isoform33630_258	scaffold_9	758540	759221	MicpuC2.EuGene.0000090385	0	False	0.0
Isoform33631_202	scaffold_9	759371	760321	3649	0	False	15.0
Isoform33634_814	scaffold_9	760271	761178	MicpuC2.estExt_fgenesh1_pg.C_90244	0	False	5.0
Isoform33635_4	scaffold_9	761933	763136	3650	0	False	15.0
Isoform33636_33	scaffold_9	767249	768658	7287	0	False	5.0
Isoform33637_3012	scaffold_9	771988	773368	estExt_fgenesh1_pm.C_90229	0	False	15.0
Isoform33642_51	scaffold_9	777682	778646	MicpuC2.EuGene.0000090397	0	True	20.0
Isoform33643_282	scaffold_9	780238	781822	MicpuC2.estExt_fgenesh1_pg.C_90250	0	False	45.0
Isoform33646_88	scaffold_9	781885	784119	3653	0	False	5.0
Isoform33654_39	scaffold_9	784065	784905	7291	0	True	15.0
Isoform33655_52	scaffold_9	789425	790033	3654	0	False	30.0
Isoform33656_5079	scaffold_9	790014	791065	estExt_fgenesh2_kg.C_90082	0	False	20.0
Isoform33658_10	scaffold_9	791720	792970	3655	0	False	25.0
Isoform33660_14	scaffold_9	792887	793992	MicpuC2.estExt_fgenesh1_pg.C_90255	0	False	10.0
Isoform33662_13	scaffold_9	792887	794835	MicpuC2.estExt_fgenesh1_pg.C_90255	0	False	10.0
Isoform33664_3	scaffold_9	800734	802095	3656	0	False	40.0
Isoform33665_45	scaffold_9	804022	805200	estExt_Genewise1Plus.C_9_t20279	0	False	0.0
Isoform33667_15	scaffold_9	805269	805972	MicpuC2.EuGene.0000090411	0	True	15.0
Isoform33668_250	scaffold_9	812496	813922	3660	0	False	5.0
Isoform33669_41	scaffold_9	813895	814719	7296	0	False	15.0
Isoform33670_21	scaffold_9	813898	815046	7296	0	False	10.0
Isoform33671_25	scaffold_9	813898	814962	7296	0	False	10.0
Isoform33672_13	scaffold_9	813898	815115	7296	0	False	10.0
Isoform33673_12	scaffold_9	813898	815370	7296	0	False	10.0
Isoform33674_3	scaffold_9	813900	816384	7296	0	False	5.0
Isoform33675_37	scaffold_9	824070	826663	MicpuC2.estExt_Genewise1Plus.C_90504	0	True	10.0
Isoform33680_63	scaffold_9	843264	844854	3663	0	False	0.0
Isoform33681_33	scaffold_9	844949	846276	3664	0	False	20.0
Isoform33688_697	scaffold_9	851922	852560	3665	0	False	0.0
Isoform33689_16	scaffold_9	859048	860502	MicpuC2.estExt_fgenesh1_pg.C_90272	0	False	35.0
Isoform33690_45	scaffold_9	860571	861246	3668	0	False	0.0
Isoform33691_50	scaffold_9	861116	861590	MicpuC2.estExt_fgenesh1_pg.C_90272	0	False	10.0
Isoform33692_11	scaffold_9	867627	868149	estExt_Genemark1.C_9_t10408	0	False	15.0
Isoform33697_13	scaffold_9	870994	872352	7303	0	False	20.0
Isoform33698_21	scaffold_9	870994	871936	7303	0	False	20.0
Isoform33699_76	scaffold_9	888655	889252	estExt_Genewise1.C_9_t20380	0	False	10.0
Isoform33700_1503	scaffold_9	889224	889860	7306	0	False	20.0
Isoform33710_85	scaffold_9	892584	893999	MicpuC2.EuGene.0000090452	0	False	10.0
Isoform33716_79	scaffold_9	905858	906474	3675	0	False	15.0
Isoform33717_5	scaffold_9	915408	915823	MicpuC2.EuGene.0000090463	0	False	15.0
Isoform33718_4	scaffold_9	915412	916196	MicpuC2.EuGene.0000090463	0	True	25.0
Isoform33719_230	scaffold_9	917908	919505	3678	0	False	10.0
Isoform33722_10	scaffold_9	919478	920352	7313	0	False	40.0
Isoform33723_8	scaffold_9	919478	921733	7313	0	False	40.0
Isoform33724_15	scaffold_9	921810	923001	7314	0	False	35.0
Isoform33725_17	scaffold_9	921816	922925	7314	0	False	40.0
Isoform33729_7	scaffold_9	936764	937698	3681	0	False	20.0
Isoform33730_40	scaffold_9	938863	940081	MicpuC2.EuGene.0000090476	0	True	5.0
Isoform33732_50	scaffold_9	949371	950057	MicpuC2.est_orfs.9_2561_4274313:2	0	False	40.0
Isoform33733_18	scaffold_9	949371	950694	MicpuC2.est_orfs.9_2561_4274313:2	0	False	40.0
Isoform33738_13	scaffold_9	956875	957915	3685	0	False	5.0
Isoform33739_778	scaffold_9	956917	957908	3685	0	False	15.0
Isoform33742_5	scaffold_9	961946	963080	MicpuC2.estExt_fgenesh1_pg.C_90306	0	True	10.0
Isoform33750_32	scaffold_9	963002	964579	MicpuC2.estExt_fgenesh1_pg.C_90307	0	True	0.0
Isoform33752_61	scaffold_9	963003	964353	MicpuC2.estExt_fgenesh1_pg.C_90307	0	False	0.0
Isoform33755_44	scaffold_9	964843	966056	fgenesh2_kg.9_#_98_#_4269436:1	0	True	25.0
Isoform33761_15	scaffold_9	974936	975537	3690	0	False	5.0
Isoform33763_18	scaffold_9	984448	985893	3692	0	False	10.0
Isoform33765_3	scaffold_9	984731	985972	3692	0	False	25.0
Isoform33769_94	scaffold_9	999718	1001043	3693	0	False	40.0
Isoform33772_73	scaffold_9	1003136	1004842	estExt_fgenesh1_pg.C_90213	0	False	30.0
Isoform33776_1298	scaffold_9	1017203	1018121	7329	0	False	20.0
Isoform33777_12	scaffold_9	1024141	1025051	3697	0	False	20.0
Isoform33778_74	scaffold_9	1024529	1025051	3697	0	False	20.0
Isoform33779_11	scaffold_9	1025005	1025921	7330	0	False	15.0
Isoform33780_11	scaffold_9	1025005	1026964	7330	0	False	15.0
Isoform33782_181	scaffold_9	1028576	1029895	7331	0	False	25.0
Isoform33791_70	scaffold_9	1028576	1030641	7331	0	False	25.0
Isoform33792_16	scaffold_9	1028576	1030903	7331	0	False	25.0
Isoform33805_113	scaffold_9	1037747	1039107	3700	0	False	20.0
Isoform33809_24	scaffold_9	1042915	1044346	estExt_fgenesh1_kg.C_90100	0	False	30.0
Isoform33810_27	scaffold_9	1043056	1044351	estExt_fgenesh1_kg.C_90100	0	False	25.0
Isoform33811_27	scaffold_9	1043472	1044351	estExt_fgenesh1_kg.C_90100	0	False	25.0
Isoform33812_27	scaffold_9	1044016	1044351	estExt_fgenesh1_kg.C_90100	0	False	25.0
Isoform33825_8	scaffold_9	1055441	1057113	7335	0	False	45.0
Isoform33829_193	scaffold_9	1070456	1072056	estExt_fgenesh1_kg.C_90100	0	False	20.0
Isoform33831_48	scaffold_9	1072792	1073554	3702	0	False	20.0
Isoform33836_4	scaffold_9	1086019	1087281	3705	0	False	30.0
Isoform33837_54	scaffold_9	1087241	1089389	7344	0	False	30.0
Isoform33838_136	scaffold_9	1091476	1092626	7345	0	False	10.0
Isoform33840_259	scaffold_9	1091550	1092626	7345	0	False	10.0
Isoform33842_9	scaffold_9	5036	7738	estExt_Genemark1.C_9_t10005	0	False	30.0
Isoform33851_1510	scaffold_9	25893	27174	estExt_fgenesh2_kg.C_90003	0	False	10.0
Isoform33853_853	scaffold_9	41499	42687	estExt_Genewise1Plus.C_9_t10035	0	False	30.0
Isoform33861_2348	scaffold_9	56628	58023	estExt_Genemark1.C_9_t10030	0	False	5.0
Isoform33866_4	scaffold_9	79347	81632	MicpuC2.estExt_fgenesh1_pg.C_90029	0	True	5.0
Isoform33867_143	scaffold_9	90651	91903	fgenesh2_kg.9_#_14_#_4277156:147	0	False	60.0
Isoform33869_251	scaffold_9	117465	118517	estExt_Genemark1.C_9_t10062	0	False	20.0
Isoform33870_1000	scaffold_9	117619	118517	estExt_Genemark1.C_9_t10062	0	False	20.0
Isoform33873_263	scaffold_9	124364	126541	estExt_Genewise1.C_9_t10131	0	False	10.0
Isoform33877_8	scaffold_9	178748	179780	MicpuC2.EuGene.0000090105	0	False	0.0
Isoform33881_8	scaffold_9	178772	180097	MicpuC2.EuGene.0000090105	0	False	10.0
Isoform33885_3	scaffold_9	187494	188204	MicpuC2.EuGene.0000090108	0	False	20.0
